rank,name,director,screenwriter,actors,type,country,language,publish_date,last_time,other_names,score
163,心迷宫,忻钰坤,忻钰坤/冯元良/鲁妮凡,霍卫民 王笑天 罗芸 杨瑜珍 孙黎 邵胜杰 曹西安 贾致钢 朱自清 王梓尘 赵梓彤 贾世忠 袁满 陈梅生 张景素 平坦 金子 张建军,剧情/悬疑/犯罪,中国大陆,汉语普通话,2015-10-16(中国大陆)/2014-07-21(FIRST青年影展)/2014-08-28(威尼斯电影节),110分钟(中国大陆),殡棺 / The Coffin in the Mountain / Deep in the Heart,8.7
